0.0 ; -7.5
0.0 ; -7.4
3.0 ; -7.8
6.0 ; -8.2
8.0 ; -8.5
10.0 ; -8.8
12.0 ; -9.1
14.0 ; -9.4
16.0 ; -9.9
18.0 ; -10.3
20.0 ; -10.9
22.0 ; -11.4
24.0 ; -12.0
26.0 ; -12.7
28.0 ; -13.4
30.0 ; -14.2
32.0 ; -15.0
34.0 ; -15.9
36.0 ; -16.9
38.0 ; -17.9
40.0 ; -18.8
42.0 ; -19.8
44.0 ; -20.6
46.0 ; -21.4
48.0 ; -21.8
50.0 ; -22.6
52.0 ; -22.9
54.0 ; -23.2
56.0 ; -23.5
58.0 ; -23.5
60.0 ; -23.8
62.0 ; -24.1
64.0 ; -24.2
66.0 ; -24.1
68.0 ; -24.2
70.0 ; -24.3
72.0 ; -24.5
74.0 ; -24.6
77.0 ; -25.0
79.0 ; -25.8
81.0 ; -26.5
83.0 ; -27.6
85.0 ; -29.6
87.0 ; -31.1
89.0 ; -32.1
91.0 ; -29.9
93.0 ; -28.1
95.0 ; -26.2
97.0 ; -25.2
99.0 ; -24.3
101.0 ; -23.7
103.0 ; -23.4
105.0 ; -23.4
107.0 ; -23.5
109.0 ; -23.8
111.0 ; -24.3
113.0 ; -25.0
115.0 ; -26.0
117.0 ; -26.6
119.0 ; -26.9
121.0 ; -26.2
123.0 ; -24.7
125.0 ; -23.3
127.0 ; -22.0
129.0 ; -20.9
131.0 ; -20.2
133.0 ; -19.6
135.0 ; -19.1
137.0 ; -18.9
139.0 ; -18.9
141.0 ; -19.1
143.0 ; -19.6
145.0 ; -20.1
147.0 ; -20.9
149.0 ; -21.8
151.0 ; -23.1
153.0 ; -24.6
155.0 ; -25.9
157.0 ; -27.0
159.0 ; -27.0
161.0 ; -26.8
163.0 ; -25.6
165.0 ; -24.8
167.0 ; -23.5
169.0 ; -22.9
171.0 ; -22.3
173.0 ; -21.9
175.0 ; -21.3
177.0 ; -21.1
179.0 ; -20.8
181.0 ; -20.7
183.0 ; -20.6
185.0 ; -20.3
187.0 ; -20.6
189.0 ; -20.5
191.0 ; -20.4
193.0 ; -20.4
195.0 ; -20.4
197.0 ; -20.1
199.0 ; -20.0
201.0 ; -19.9
203.0 ; -20.0
205.0 ; -19.9
207.0 ; -20.2
209.0 ; -20.5
211.0 ; -21.0
213.0 ; -21.7
215.0 ; -22.5
217.0 ; -23.1
219.0 ; -24.2
221.0 ; -24.9
223.0 ; -25.8
225.0 ; -26.0
227.0 ; -26.0
229.0 ; -26.0
231.0 ; -25.7
233.0 ; -25.0
235.0 ; -24.6
237.0 ; -23.8
239.0 ; -22.9
241.0 ; -22.3
243.0 ; -22.1
245.0 ; -21.6
247.0 ; -21.6
249.0 ; -21.3
251.0 ; -21.2
253.0 ; -21.0
255.0 ; -20.9
257.0 ; -20.6
259.0 ; -20.7
261.0 ; -20.6
263.0 ; -20.5
265.0 ; -20.4
267.0 ; -20.6
269.0 ; -21.0
271.0 ; -21.1
273.0 ; -21.7
275.0 ; -22.0
277.0 ; -22.1
279.0 ; -22.5
281.0 ; -22.5
283.0 ; -22.6
285.0 ; -22.3
287.0 ; -21.8
289.0 ; -21.3
291.0 ; -20.5
293.0 ; -19.6
295.0 ; -19.1
297.0 ; -18.4
299.0 ; -17.9
301.0 ; -17.3
303.0 ; -17.0
305.0 ; -16.5
307.0 ; -15.9
309.0 ; -15.6
311.0 ; -15.1
313.0 ; -14.5
315.0 ; -13.9
317.0 ; -13.4
319.0 ; -12.9
321.0 ; -12.2
323.0 ; -11.8
326.0 ; -10.7
328.0 ; -10.2
330.0 ; -9.8
332.0 ; -9.5
334.0 ; -9.1
336.0 ; -8.8
338.0 ; -8.5
340.0 ; -8.3
342.0 ; -8.0
344.0 ; -7.8
346.0 ; -7.7
348.0 ; -7.5
350.0 ; -7.4
352.0 ; -7.3
354.0 ; -7.3
356.0 ; -7.3
358.0 ; -7.4
