0.0 ;  -7.2
0.0 ;  -7.0
3.0 ; -7.7
5.0 ; -8.0
7.0 ; -8.4
9.0 ; -8.9
11.0 ; -9.4
13.0 ; -10.0
15.0 ; -10.7
17.0 ; -11.4
19.0 ; -12.3
21.0 ; -13.2
23.0 ; -14.3
25.0 ; -15.3
27.0 ; -16.3
29.0 ; -17.0
31.0 ; -18.0
33.0 ; -18.5
35.0 ; -18.6
37.0 ; -19.0
39.0 ; -19.0
41.0 ; -19.0
43.0 ; -18.9
45.0 ; -18.7
47.0 ; -18.6
49.0 ; -18.0
51.0 ; -17.8
53.0 ; -17.7
55.0 ; -17.5
57.0 ; -17.5
59.0 ; -17.7
61.0 ; -18.0
63.0 ; -18.1
65.0 ; -18.3
67.0 ; -18.8
69.0 ; -18.7
71.0 ; -18.8
73.0 ; -18.5
75.0 ; -18.2
77.0 ; -17.9
79.0 ; -17.9
82.0 ; -18.4
84.0 ; -18.8
86.0 ; -19.2
88.0 ; -19.8
90.0 ; -20.9
92.0 ; -21.7
94.0 ; -22.5
97.0 ; -22.1
99.0 ; -21.8
101.0 ; -21.6
103.0 ; -21.2
105.0 ; -20.1
107.0 ; -19.3
109.0 ; -19.1
111.0 ; -18.6
113.0 ; -18.2
115.0 ; -18.5
117.0 ; -18.6
119.0 ; -19.4
121.0 ; -20.0
123.0 ; -20.9
125.0 ; -21.7
127.0 ; -22.9
129.0 ; -23.3
131.0 ; -23.7
133.0 ; -23.6
135.0 ; -23.3
137.0 ; -22.2
139.0 ; -21.8
141.0 ; -21.8
143.0 ; -22.6
145.0 ; -24.0
147.0 ; -26.2
149.0 ; -28.0
151.0 ; -27.1
153.0 ; -23.8
155.0 ; -22.9
157.0 ; -21.9
159.0 ; -21.2
161.0 ; -21.4
163.0 ; -21.3
165.0 ; -21.1
167.0 ; -20.8
169.0 ; -20.3
171.0 ; -19.5
173.0 ; -18.9
175.0 ; -18.3
178.0 ; -17.4
180.0 ; -17.1
182.0 ; -17.1
184.0 ; -17.2
186.0 ; -17.5
188.0 ; -18.0
190.0 ; -18.8
192.0 ; -19.8
194.0 ; -21.1
196.0 ; -22.1
198.0 ; -22.6
200.0 ; -21.7
202.0 ; -20.6
204.0 ; -19.7
206.0 ; -19.0
208.0 ; -18.8
210.0 ; -18.8
212.0 ; -19.4
214.0 ; -20.1
216.0 ; -21.1
218.0 ; -21.5
220.0 ; -22.9
222.0 ; -23.8
224.0 ; -25.2
226.0 ; -26.5
228.0 ; -26.8
230.0 ; -24.6
232.0 ; -23.1
234.0 ; -22.1
236.0 ; -21.0
238.0 ; -20.8
240.0 ; -20.4
242.0 ; -20.0
244.0 ; -20.1
246.0 ; -19.8
248.0 ; -20.2
250.0 ; -20.3
252.0 ; -20.8
254.0 ; -21.1
256.0 ; -21.4
258.0 ; -21.6
260.0 ; -21.6
262.0 ; -21.3
264.0 ; -20.8
266.0 ; -20.1
268.0 ; -19.6
270.0 ; -19.2
272.0 ; -19.1
274.0 ; -19.1
276.0 ; -19.1
279.0 ; -19.9
281.0 ; -19.5
283.0 ; -19.7
285.0 ; -19.1
287.0 ; -19.1
289.0 ; -18.6
291.0 ; -18.4
293.0 ; -18.0
295.0 ; -18.0
297.0 ; -17.7
299.0 ; -17.6
301.0 ; -17.3
303.0 ; -16.9
305.0 ; -16.8
307.0 ; -16.8
309.0 ; -16.5
311.0 ; -16.3
313.0 ; -16.5
315.0 ; -16.3
318.0 ; -15.5
320.0 ; -15.0
322.0 ; -14.3
324.0 ; -13.8
326.0 ; -13.2
328.0 ; -12.6
330.0 ; -11.9
332.0 ; -11.3
334.0 ; -10.7
336.0 ; -10.0
338.0 ; -9.4
340.0 ; -8.9
342.0 ; -8.5
344.0 ; -8.0
346.0 ; -7.6
348.0 ; -7.3
350.0 ; -7.0
352.0 ; -6.8
354.0 ; -6.8
356.0 ; -6.9
358.0 ; -6.9
