0.0; -6.1
0.0; -6.1
3.0; -6.5
5.0; -6.7
7.0; -7.1
9.0; -7.5
11.0; -8.0
13.0; -8.5
15.0; -9.1
17.0; -9.8
19.0; -10.5
21.0; -11.2
23.0; -12.2
25.0; -13.1
27.0; -14.1
29.0; -15.1
31.0; -16.1
33.0; -17.2
35.0; -17.8
37.0; -18.9
39.0; -19.3
41.0; -19.5
43.0; -19.7
45.0; -20.1
47.0; -20.1
49.0; -20.2
51.0; -19.8
53.0; -19.6
55.0; -18.9
57.0; -18.2
59.0; -17.7
61.0; -17.1
63.0; -16.7
65.0; -16.3
67.0; -16.5
69.0; -16.6
71.0; -17.1
73.0; -17.6
75.0; -18.5
77.0; -19.7
79.0; -21.0
81.0; -22.3
83.0; -21.9
85.0; -21.3
87.0; -19.8
89.0; -19.3
91.0; -18.6
93.0; -18.2
95.0; -18.6
97.0; -18.9
100.0; -19.7
102.0; -20.6
104.0; -20.8
106.0; -20.8
108.0; -20.2
110.0; -19.3
112.0; -18.4
114.0; -17.9
116.0; -17.4
118.0; -17.6
120.0; -17.8
122.0; -18.2
124.0; -18.6
126.0; -19.9
128.0; -21.2
130.0; -23.0
132.0; -24.3
134.0; -23.9
136.0; -22.2
138.0; -20.3
140.0; -18.9
142.0; -17.9
144.0; -17.3
146.0; -17.3
148.0; -17.6
150.0; -18.4
152.0; -19.1
154.0; -19.9
156.0; -21.1
158.0; -21.4
160.0; -21.4
162.0; -20.8
164.0; -20.2
166.0; -19.4
168.0; -18.8
171.0; -18.2
173.0; -17.7
175.0; -17.7
177.0; -17.6
179.0; -17.7
181.0; -18.1
183.0; -18.3
185.0; -19.0
187.0; -20.1
189.0; -21.2
191.0; -22.8
194.0; -26.2
196.0; -24.9
198.0; -22.7
200.0; -21.5
202.0; -20.6
204.0; -20.1
206.0; -19.8
208.0; -20.0
210.0; -20.5
212.0; -21.1
214.0; -21.9
216.0; -23.0
218.0; -23.9
220.0; -25.0
222.0; -26.1
224.0; -25.0
226.0; -23.1
228.0; -21.0
230.0; -19.1
232.0; -17.8
234.0; -17.0
236.0; -16.7
238.0; -16.7
240.0; -17.2
242.0; -18.0
244.0; -19.1
246.0; -20.7
248.0; -22.0
250.0; -23.7
252.0; -23.3
254.0; -22.2
256.0; -20.7
258.0; -19.6
260.0; -19.2
262.0; -18.9
264.0; -19.2
266.0; -19.7
268.0; -20.4
270.0; -21.2
272.0; -22.4
274.0; -22.9
276.0; -22.3
278.0; -21.5
280.0; -20.4
282.0; -19.4
284.0; -18.5
286.0; -18.0
288.0; -17.6
290.0; -17.3
292.0; -17.5
294.0; -17.8
296.0; -17.8
299.0; -18.3
301.0; -18.6
303.0; -18.6
305.0; -18.6
307.0; -18.7
309.0; -18.3
311.0; -18.3
313.0; -17.8
315.0; -17.2
317.0; -16.3
319.0; -15.3
321.0; -14.4
323.0; -13.4
325.0; -12.5
327.0; -11.5
329.0; -10.7
331.0; -9.9
333.0; -9.3
335.0; -8.6
337.0; -8.1
339.0; -7.7
341.0; -7.3
343.0; -7.0
345.0; -6.7
347.0; -6.4
349.0; -6.3
352.0; -6.1
354.0; -6.0
356.0; -6.0
358.0; -6.0
